,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,tot_correct,forfeit,defense
91-25-3,91,25,3,"The French départements of Corrèze, Creuse, and Haute-Vienne constituted, until 2016, a former administrative région in southwest France that gave its name to a certain type of automobile (though the etymological link is long unknown). What is that vehicle?",LIMOUSINE,LIFESTYLE,51,36,24,15,8,16,21,3.0,1.9
91-25-4,91,25,4,"The Scranton branch of the Dunder-Mifflin Paper Company was managed for many years by Michael Scott. Who is his English equivalent, the long-time manager of the Slough branch of Wernham Hogg Paper Merchants? (First and last name required.)",DAVID BRENT,TELEVISION,70,60,49,39,26,37,43,3.0,1.3
91-25-5,91,25,5,"What is the term most used in common law in the US for the physical written document conveying ownership of real property? It is the legal document that transfers property ownership (or ""title"") from one party to another.",DEED,BUS/ECON,96,94,93,91,87,89,91,3.0,0.6
91-25-6,91,25,6,"There are three main forms of the sport of fencing, based on the weapon used. One is foil while another is sabre. What is the third?",ÉPÉE,GAMES/SPORT,97,93,88,78,57,67,78,3.0,1.4
92-2-1,92,2,1,"What character, who has appeared in major Hollywood films in 1998, 2014, 2019, and 2021, made its American debut in a 1956 movie co-directed by Terry O. Morse and Ishirō Honda and starring Raymond Burr?",GODZILLA,FILM,91,84,74,63,44,53,65,2.5,0.7
92-2-2,92,2,2,"Identify the type of boot, an ankle-high leather boot with two or three eyelets and a rounded toe, which takes its name from the sport of polo and its term for the seven-minute periods of play into which matches are divided?",CHUKKA,LIFESTYLE,72,54,42,31,19,30,37,2.5,1.6
92-2-3,92,2,3,"Among the various West African empires that flourished during the early modern period (roughly 1500-1800 CE) are the Asante (in present-day Ghana), Mossi (present-day Burkina Faso), Oyo (western Nigeria), and Dahomey, which was located within what other present-day country in the region?",BENIN,WORLD HIST,49,30,20,12,5,12,18,2.5,1.8
92-2-4,92,2,4,"Ragnarøkkr is an Old Norse term that translates as ""Twilight of the Gods"". What word, popular in an operatic context, is a German translation of that phrase?",GÖTTERDÄMMERUNG,CLASS MUSIC,75,57,40,24,11,19,33,2.5,1.8
92-2-5,92,2,5,A specific and now-popular type of sculpture was developed by Alexander Calder beginning around 1931 and named by his friend Marcel Duchamp. What is that name?,MOBILE,ART,82,69,55,40,23,38,46,2.5,1.7
92-2-6,92,2,6,"The study of microscopic anatomy is histology. Its counterpart, macroscopic (i.e., visible) anatomy, is sometimes called macro anatomy or topographical anatomy, but is most often referred to as anatomy with what other descriptor (which, appropriately, means ""large"")?",GROSS,SCIENCE,76,65,58,47,32,42,50,2.5,1.2
92-3-1,92,3,1,"The phrase ""…And I took that personally,"" a widely memed line from a 2020 documentary miniseries, is associated with what man? (He doesn't actually use that line at any point in the documentary, though he suggests the sentiment many many times.)",MICHAEL JORDAN,GAMES/SPORT,71,63,58,53,43,51,54,2.1,0.9
92-3-2,92,3,2,"In chemistry, there are two major types of chemical bonds: one in which atoms are joined by an electrostatic charge, and another in which atoms share a pair of electrons. The former are ionic bonds; the latter are most commonly known as what?",COVALENT BONDS,SCIENCE,92,88,82,76,66,74,78,2.1,1.3
92-3-3,92,3,3,"Gertrude Stein's modernist novel, completed in 1911 but not published until 1925 (perhaps because it had little commercial interest, approaching 1,000 pages and containing neither plot, nor action, nor dialogue), is titled The Making of what? The missing word describes the characters in the book as well as the members of Stein's family after whom the characters are based.",AMERICANS,LITERATURE,40,24,15,10,5,11,15,2.1,2.3
92-3-4,92,3,4,"Driving for 25 minutes west-northwest from the European city of Malmö, one would arrive in what other city?",COPENHAGEN,GEOGRAPHY,68,50,39,27,16,22,33,2.1,1.8
92-3-5,92,3,5,"The Report of the Office of the Secretary of Defense Vietnam Task Force, an official study of US defense policy commissioned in 1967 to examine American involvement in Southeast Asia, is today (and since 1971) more commonly known by what name?",THE PENTAGON PAPERS,AMER HIST,86,77,65,54,35,46,57,2.1,1.4
92-3-6,92,3,6,"A roasted poblano pepper stuffed with cheese (and also perhaps diced meat, nuts, and/or cinnamon), then dipped in eggs and flour and deep-fried in oil—this is a basic recipe for what delectable dish that originated in the Mexican city of Puebla?",CHILE RELLENO,FOOD/DRINK,78,71,64,57,45,52,59,2.1,1.2
92-4-1,92,4,1,"The legendary Cypriot king who carved a statue of a woman so beautiful that he fell in love with it (and eventually married her, after Aphrodite turned it into an actual woman) gives his name to what 1913 play?",PYGMALION,THEATRE,92,80,64,44,24,39,52,3.2,1.6
92-4-2,92,4,2,"What was the title of author Vikram Seth's 1986 novel, written entirely in metered, rhyming 14-line stanzas, about the popular culture and activities of a group of ""Yuppies"" in San Francisco (hence the name)?",THE GOLDEN GATE,LITERATURE,29,18,11,7,4,10,11,3.2,2.1
92-4-3,92,4,3,"What is the common name (in English) for the head of government of a Canadian province that is roughly equivalent to a US state's ""governor""?",PREMIER,CURR EVENTS,80,68,59,47,34,42,52,3.2,1.1
92-4-4,92,4,4,The word for the part of a pistil in a flower that receives pollen grains during pollination can also be defined as a mark of shame or disgrace. What is that word?,STIGMA,LANGUAGE,86,73,60,47,31,43,53,3.2,1.3
92-4-5,92,4,5,"Detroit-born brothers Brian and Eddie Holland played a sizeable role in defining the Motown sound in popular music, most famously in close collaboration with what third songwriter and producer?",LAMONT DOZIER,POP MUSIC,36,22,14,8,4,8,13,3.2,1.8
92-4-6,92,4,6,"What Chevrolet model, named after a bovid and first introduced in 1958 (and re-introduced in 1994 and re-re-introduced in 2000), was the best-selling automobile in the United States during the 1960s?",IMPALA,BUS/ECON,85,73,63,51,35,49,55,3.2,0.9
92-5-1,92,5,1,"Who was hired away from NBC's Today show in 1976 to serve as co-anchor, with Harry Reasoner, on ABC's flagship nightly news program, becoming the first woman to serve in such a role in American television history?",BARBARA WALTERS,TELEVISION,81,72,65,60,51,56,62,3.1,1.2
92-5-2,92,5,2,"What World War II battle, part of the Allied effort to retake the Philippines, is widely considered the largest naval engagement in history and recorded the first planned use of Japanese kamikaze attacks?",BATTLE OF LEYTE GULF,WORLD HIST,42,23,16,10,4,10,15,3.1,1.4
92-5-3,92,5,3,"With the exception of its first year during the 2014 season (when Ohio State defeated Oregon), every instance of the College Football Playoff National Championship Game has featured one of two teams (and on three occasions, both of these teams). Identify these two teams (only school names are required).","ALABAMA, CLEMSON",GAMES/SPORT,62,52,46,40,33,37,43,3.1,1.2
92-5-4,92,5,4,"What pop group, who had hits in 2009 with ""1901"" and ""Lisztomania"", has a name that would fit in a list with the names of the bands who recorded ""More than a Feeling"" and ""Feelin' Stronger Every Day""?",PHOENIX,POP MUSIC,66,56,50,45,36,43,47,3.1,1.6
92-5-5,92,5,5,"CBC is the abbreviation for a standard diagnostic laboratory test used to detect anemia, infections, and various other medical disorders. What do the letters in CBC stand for?",COMPLETE BLOOD COUNT,SCIENCE,59,44,34,28,22,29,33,3.1,1.7
92-5-6,92,5,6,"Eighteen largely barren volcanic isles (along with hundreds of islets and skerries) situated in the North Atlantic between the Shetland Islands and Iceland make up, since 1948, what self-governing region of Denmark?",FAROE ISLANDS,GEOGRAPHY,85,69,59,41,22,38,48,3.1,1.7
92-6-1,92,6,1,"""Abenomics"" is a nickname that has been used widely for a set of economic policies adopted in what country?",JAPAN,BUS/ECON,96,92,86,77,59,66,77,2.1,1.1
92-6-2,92,6,2,"Of the fourteen current territories formally administered by the United States, five have a permanent non-military population. Which of these territories' populations is the largest among the group?",PUERTO RICO,GEOGRAPHY,87,82,80,75,69,72,76,2.1,1.2
92-6-3,92,6,3,"In physiology, it's the expansion and contraction of artery walls; in botany, it's a common name for the edible seed of plants in the Leguminosae or Fabaceae family. What is the word in question?",PULSE,SCIENCE,62,46,36,26,17,26,32,2.1,1.8
92-6-4,92,6,4,"Of the chansons de geste, a set of epic poems of medieval France, the oldest existing and best known is the chanson of what military leader, composed around the year 1100?",ROLAND,LITERATURE,55,38,26,14,6,13,21,2.1,2.1
92-6-5,92,6,5,"What CBS procedural drama, currently in its 19th season, has ranked in the top five in Nielsen broadcast ratings every year since the 2008–2009 television season?",NCIS,TELEVISION,78,69,59,52,40,44,55,2.1,1.0
92-6-6,92,6,6,"In 1981, Warner Bros. released an eponymous album by Minneapolis band The Time, with production, recording, engineering, and mixing credited to Jamie Starr—an early pseudonym for whom?",PRINCE,POP MUSIC,95,92,87,78,61,69,78,2.1,1.6
92-7-1,92,7,1,"What is the title character's name in DuBose Heyward's lyrical 1925 novel, which describes the adventures of a disabled African American street beggar (and his mistress) living among the tenements of Catfish Row in Charleston, South Carolina?",PORGY,LITERATURE,75,56,40,25,13,23,34,2.3,2.3
92-7-2,92,7,2,Colonel John T. Thompson was an inventor whose best-known creation is associated most closely with American gangsters of the Prohibition era. What is the common name used for this invention?,TOMMY GUN,AMER HIST,90,86,81,74,61,68,75,2.3,1.0
92-7-3,92,7,3,"The principal religious structure in Ancient Rome was a temple on Capitoline Hill dedicated to what Roman god, who was referred to generally (and in the name of this temple) as ""Optimus Maximus""?",JUPITER (JOVE),LIFESTYLE,91,84,79,69,50,61,70,2.3,1.4
92-7-4,92,7,4,A character played by Tom Hanks repeatedly and desperately yells the last name of Hanks's real-life wife during a poignant scene in what film?,CAST AWAY,FILM,91,86,82,79,71,73,79,2.3,0.8
92-7-5,92,7,5,British pathologist Michael Anthony Epstein is credited with discovering the virus (of the family Herpesviridae and genus Lymphocryptovirus) that is associated with several human cancers and causes infectious mononucleosis. He made this discovery along with B.G. Achong and what Irish-born virologist?,YVONNE BARR,SCIENCE,79,64,54,41,27,33,46,2.3,2.0
92-7-6,92,7,6,The folk tale character Henny Penny is also known (particularly in the United States) by a different two-word name that is also the name of a menu item at most KFC locations. What is that name?,CHICKEN LITTLE,FOOD/DRINK,85,77,69,59,42,53,61,2.3,1.3
92-8-1,92,8,1,"In The Waste Land, what superlative does T. S. Eliot famously use to describe the month of April?",CRUELLEST,LITERATURE,88,75,59,38,19,34,47,2.8,1.6
92-8-2,92,8,2,"Luciano Pavarotti was not considered the ""King of"" a certain fruit-flavored drink brand (though it's a homophone), but rather of what particular operatic feat of strength for tenors, of which nine appear in only two minutes in the aria ""Pour mon ame"" from Donizetti's La Fille du régiment?",HIGH C,CLASS MUSIC,83,72,62,49,34,44,54,2.8,1.6
92-8-3,92,8,3,"In American parlance, the simple cocktail known as a ""Boilermaker"" contains two ingredients: whiskey, and what other?",BEER,FOOD/DRINK,91,85,77,68,52,61,70,2.8,0.7
92-8-4,92,8,4,"What is the present name (or the standard three-letter abbreviation) of the political party of which every Mexican president was a member from the party's founding in 1929 through the end of the 20th century, and again from 2012-2018 with the election of Enrique Peña Nieto?",INSTITUTIONAL REVOLUTIONARY PARTY / PARTIDO REVOLUCIONARIO INSTITUCIONAL / PRI,WORLD HIST,54,36,25,17,8,16,22,2.8,2.0
92-8-5,92,8,5,"""Be seated. Now, I want you to remember that no bastard ever won a war by dying for his country. He won it by making the other poor dumb bastard die for his country."" So begins the famous opening monologue from what 1970 biopic?",PATTON,FILM,97,93,86,75,52,61,75,2.8,1.2
92-8-6,92,8,6,"The 1981 song ""Talkin Baseball"" by Terry Cashman includes in its refrain ""Willie, Mickey, and The Duke"", referring to three players who starred as center fielders for the three New York City-based teams of the 1950s. The former two are Willie Mays and Mickey Mantle; what was the last name of the third?",SNIDER,GAMES/SPORT,63,47,36,27,17,25,32,2.8,1.7
92-9-1,92,9,1,"The fictional small town of Haddonfield, Illinois, is the primary setting for what film series, which kicked off in 1978, and whose convoluted course of sequels continued in 2021 and is scheduled to end in 2022?",HALLOWEEN,FILM,86,75,67,56,43,52,60,3.4,1.0
92-9-2,92,9,2,"What early high-level computer programming language, an all-purpose symbolic instruction code aimed at beginners, was developed in 1964 at Dartmouth College by John Kemeny and Thomas Kurtz?",BASIC,SCIENCE,84,71,59,45,31,40,51,3.4,1.3
92-9-3,92,9,3,"American Flo Hyman was considered one of the greatest players in the world in what sport when she was tragically felled by a ruptured aorta caused by Marfan Syndrome, during a match in Japan in January 1986?",VOLLEYBALL,GAMES/SPORT,53,38,28,20,13,18,25,3.4,1.8
