index,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,Champ_correct,tot_correct,defense,forfeit,mcw,mcw_pct,date
80-8-4,80,8,4,"An Athens-based organization known by the French acronym FIDE, founded in Paris in 1924, formally governs and oversees championships in what competitive activity?",CHESS,GAMES/SPORT,65,45,32,23,15,25,,31,1.9,2.9,FENCING,12,4-Mar-19
80-8-5,80,8,5,What former U.S. President served as Chief Justice of the Supreme Court from July 1921 to February 1930?,WILLIAM HOWARD TAFT,AMER HIST,96,89,83,68,46,58,,70,1.1,2.9,HARDING,6,4-Mar-19
80-8-6,80,8,6,"In the 1980s, composers Julia Wolfe, Michael Gordon, and David Lang founded a new music collective in New York in an effort to provide community and opportunity for contemporary classical music creators. Perhaps appropriately (given its post-minimalist aesthetic), the group was named ____ on a ____ . Provide either of the words that fill in the blanks.","BANG, CAN",CLASS MUSIC,20,14,10,5,3,7,,9,2.3,2.9,STRING,8,4-Mar-19
80-9-1,80,9,1,"While it has over a dozen titles in its portfolio, the publishing company American Media, Inc., has been newsworthy recently for what weekly, the title with which American Media was originally affiliated when the company was founded?",NATIONAL ENQUIRER,CURR EVENTS,90,85,82,73,57,66,,74,0.8,2.7,TIME,6,5-Mar-19
80-9-2,80,9,2,"What word is missing from the title The ______ of America, a work published from 1827 to 1838 that collected 435 life-size engravings of 1,065 examples of the word in question? It is considered a classic work in its particular field, and in American art in general.",BIRDS,ART,77,64,55,43,27,41,,48,2,2.7,,,5-Mar-19
80-9-3,80,9,3,"In a 2016 critics poll commissioned by BBC Culture that ranked the 21st century's 100 greatest films, the 2003 film Oldboy came in at #30, which was the highest placement for any film in what language?",KOREAN,FILM,66,56,48,42,33,41,,46,1.6,2.7,JAPANESE,8,5-Mar-19
80-9-4,80,9,4,"What is the common name of the tissue that forms the majority of a tooth's mass, between the outer enamel and the pulpy core? It makes up the entirety of elephant ivory from tusks.",DENTIN,SCIENCE,79,65,55,43,28,41,,48,1.8,2.7,KERATIN,7,5-Mar-19
80-9-5,80,9,5,"Name any one of the three women who co-authored the popular and massively influential Mastering the Art of French Cooking, published in two volumes in 1961 and 1970.","SIMONE BECK, LOUISETTE BERTHOLLE, JULIA CHILD",FOOD/DRINK,99,98,96,93,88,89,,93,1,2.7,,,5-Mar-19
80-9-6,80,9,6,"Rosanna in Texarkana, Eileen in Abilene, Allison in Galveston, and Dimples in Temple are the reasons why, per his 1987 song, country music artist George Strait lives where?",TENNESSEE,POP MUSIC,64,52,41,35,27,33,,39,1.5,2.7,TEXAS,29,5-Mar-19
80-10-1,80,10,1,"While singers Florence Austral and Elsa Stralia also chose those professional names to honor their upbringing Down Under, the most famous soprano to do such a thing was what opera superstar of the late Victorian era? She was appointed Dame Grand Cross of the Order of the British Empire in 1927, became the first Australian to appear on the cover of Time magazine that same year, and appears on the country's one hundred-dollar note.",NELLIE MELBA,CLASS MUSIC,50,30,20,10,5,10,,18,2.4,2.8,SYDNEY,10,6-Mar-19
80-10-2,80,10,2,"Provide any one of the three adjectives that fill in the blanks in this rather depressing quote from Leviathan by Thomas Hobbes: ""...the life of man, solitary, poor, _______, _______, and _______.""","NASTY, BRUTISH, SHORT",LITERATURE,85,76,66,50,32,49,,56,1.4,2.8,HUNGRY,6,6-Mar-19
80-10-3,80,10,3,The term for the lowest level of hell in Buddhism was the stage name used by what Swedish electronic musician and DJ who died in April 2018 at age 28? (Either stage name or real name is acceptable.),AVICII/TIM BERGLING,POP MUSIC,69,60,55,52,52,60,,57,1.3,2.8,,,6-Mar-19
80-10-4,80,10,4,The domesticated dog is the familiaris subspecies of the animal taxonomically classified by what genus and species?,CANIS LUPUS,SCIENCE,64,53,45,35,25,36,,40,1.4,2.8,CANIS,12,6-Mar-19
80-10-5,80,10,5,"An extraordinarily ill-advised (and ill-fated) purported episode during the Crusades involved approximately 50,000 individuals from France and Germany setting out to recapture Palestine in the year 1212. Per this woeful event's common name (which was borrowed by Kurt Vonnegut in the subtitle to Slaughterhouse-Five), most of these 50,000 individuals were what?",CHILDREN,WORLD HIST,93,84,72,55,35,54,,62,1.4,2.8,,,6-Mar-19
80-10-6,80,10,6,"The long-running reality series American Pickers, Forged in Fire, Pawn Stars, and Ancient Aliens, as well as the scripted drama series Vikings, are all broadcast on what television network?",THE HISTORY CHANNEL,TELEVISION,88,81,78,73,68,74,,75,0.8,2.8,A&E,7,6-Mar-19
80-11-1,80,11,1,"What 1989 film's title characters, New Yorkers and University of Chicago alumni, are considered to be inspired in part by the film's director and screenwriter, Rob Reiner and Nora Ephron?",WHEN HARRY MET SALLY...,FILM,98,96,92,88,76,80,,87,0.9,2.9,,,7-Mar-19
80-11-2,80,11,2,"A successful uprising led by barbarian chieftain Odoacer in 476 is traditionally held as the event that marked the end, most notably, of what?",(WESTERN) ROMAN EMPIRE,WORLD HIST,94,90,84,77,61,71,,77,1.4,2.9,,,7-Mar-19
80-11-3,80,11,3,The map projection in which the path of a ship steering on a constant bearing is represented by a straight line was introduced in 1569 by what Flemish geographer?,GERARDUS MERCATOR,GEOGRAPHY,92,84,75,61,39,52,,64,1.8,2.9,,,7-Mar-19
80-11-4,80,11,4,What is the name of the unit of liquid volume or capacity in the U.S. customary system that is the equivalent of 1/16 of a pint? Note that the answer to this question is two words.,FLUID OUNCE,SCIENCE,78,72,64,59,48,55,,61,1.2,2.9,TABLE SPOON,7,7-Mar-19
80-11-5,80,11,5,"In 1994, the Boston Symphony named its new concert hall at its summer home in Tanglewood after what man, a 1957 graduate of Tokyo's Toho Gakuen School of Music who had served as the symphony's music director for the previous 20 years (and would continue to do so until 2002)?",SEIJI OZAWA,CLASS MUSIC,45,28,22,14,7,13,,19,2.4,2.9,YO-YO MA,15,7-Mar-19
80-11-6,80,11,6,"Two highly rated television series produced by the BBC—one from 2006, the other from 2016, and both narrated by Sir David Attenborough—consist of episodes featuring various aspects of what (per the series' titles)?",(PLANET) EARTH,TELEVISION,88,84,81,77,70,76,,78,1,2.9,,,7-Mar-19
80-12-1,80,12,1,"Oku no Hosomichi (The Narrow Road to the Deep North), a combination of prose and haiku written in the late 17th century, is a masterpiece of Japanese literature by what poet?",MATSUO BASHŌ,LITERATURE,39,24,15,9,4,11,,15,2.3,4,,,8-Mar-19
80-12-2,80,12,2,"What New England Patriots wide receiver won the MVP Award at the 2019 Super Bowl, becoming the first player in history to do so in the same season he was suspended four games for violating the NFL's policy on performance-enhancing substances?",JULIAN EDELMAN,GAMES/SPORT,77,67,61,59,52,58,,61,0.8,4,GRONKOWSKI,8,8-Mar-19
80-12-3,80,12,3,"For numerous good reasons (including a 1992 acoustic version and the song's inspiration), the classic rock and roll song ""Layla"" is associated with Eric Clapton, but the song was originally released not by Clapton as a solo artist, but by what band, for which he sang and played guitar?",DEREK AND THE DOMINOS,POP MUSIC,71,57,50,39,24,34,,43,1,4,CREAM,32,8-Mar-19
80-12-4,80,12,4,A county in northern California (and city and valley) and a state in northwest Mexico have the same name except for one letter. Name both.,"SONOMA, SONORA",GEOGRAPHY,76,64,50,36,19,35,,43,1.2,4,"MONTEREY, MONTERREY",7,8-Mar-19
80-12-5,80,12,5,"Name the military officer who, in 1933, founded the Nasjonal Samling (National Unity) party, becoming the nominal head of his country's government in 1942.",VIDKUN QUISLING,WORLD HIST,51,31,20,9,3,13,,18,1.6,4,TITO,6,8-Mar-19
80-12-6,80,12,6,"Often referred to by the shorthand ""Moon,"" what is the full title of Eugene O'Neill's sequel to Long Day's Journey into Night, telling the story of the final wandering, self-destructive days of James Tyrone?",A MOON FOR THE MISBEGOTTEN,THEATRE,40,25,15,8,4,11,,15,1.8,4,,,8-Mar-19
80-13-1,80,13,1,"What fictional character's first appearance was in the 1999 play I Can Do Bad All by Myself and first film appearance was in 2005's Diary of a Mad Black Woman, with most of her subsequent plays and films having titles that included her name?",MADEA,FILM,94,89,87,79,74,77,,82,0.8,2.7,,,11-Mar-19
80-13-2,80,13,2,"Johann Wolfgang von Goethe's Wilhelm Meister's Apprenticeship, Thomas Mann's The Magic Mountain, Charles Dickens' David Copperfield, and Harper Lee's To Kill a Mockingbird are all considered examples of works in what literary genre, the name of which is a German term that translates to English as ""novel of education"")?",BILDUNGSROMAN,LITERATURE,78,64,56,41,25,38,,47,1.8,2.7,,,11-Mar-19
80-13-3,80,13,3,"Maria Ann Smith, who died in 1870 at age 70 outside Sydney, Australia, survived by her husband, five children, and numerous further descendants, is remembered today for bringing into the world what now-popular food item?",GRANNY SMITH APPLE,FOOD/DRINK,56,38,25,19,11,22,,26,1.3,2.7,VEGEMITE,33,11-Mar-19
80-13-4,80,13,4,What was the name of the militia led by Ethan Allen that captured Fort Ticonderoga on Lake Champlain in 1775 during the American Revolutionary War? The inspiration for the militia's name was the same as that for the present-day state in whose territory the militia was organized.,GREEN MOUNTAIN BOYS,AMER HIST,90,83,70,52,27,46,,57,1.1,2.7,,,11-Mar-19
80-13-5,80,13,5,"Pieter, Jan, Pieter, Jan, Ambrosius, Abraham, and Jan Pieter are among the members of what dynasty of Flemish painters that began in the mid-16th century?",BRUEGHEL/BRUEGEL,ART,53,36,27,17,8,18,,24,2.2,2.7,VAN EYCK,11,11-Mar-19
80-13-6,80,13,6,"The story of which Biblical character, the wife of the Persian king Ahasuerus  (Xerxes I), is read during the Jewish festival of Purim, which commemorates the rescue of the Jews from the king's advisor, Haman (BOO! —HISS!—[rattle])?",ESTHER,LIFESTYLE,81,67,56,46,35,42,,51,1.6,2.7,RUTH,7,11-Mar-19
80-14-1,80,14,1,"Human rights campaigner Rigoberta Menchú, who won the 1992 Nobel Peace Prize, has fought for the rights of indigenous peoples in what country, her homeland, where she ran for president in 2007 and 2011 as a candidate of indigenous political parties?",GUATEMALA,WORLD HIST,48,30,22,16,9,19,,21,1.6,2.6,PERU,21,12-Mar-19
80-14-2,80,14,2,"The St. Lawrence River, Frobisher Bay, Davis Strait, Hudson River, Hudson Bay, and Baffin Bay were all discovered by European explorers seeking a route by sea between the Atlantic and Pacific Oceans. By what name was this desired ""Passage"" known most commonly, including by these explorers?",NORTHWEST (PASSAGE),GEOGRAPHY,98,95,92,84,67,76,,84,0.7,2.6,,,12-Mar-19
80-14-3,80,14,3,The measure of the ability of a material to store electric charge; a pyrimidine component of DNA and RNA; the third note of the A minor scale; the third-heaviest quark flavor: All of these can be represented by what letter/symbol?,C,SCIENCE,84,76,69,63,53,61,,65,1.2,2.6,,,12-Mar-19
80-14-4,80,14,4,"El 2 de mayo de 1808 en Madrid and El tres de mayo de 1808 en Madrid are paintings, currently in the permanent collection of the Museo del Prado, by what artist?",FRANCISCO GOYA,ART,84,70,58,44,27,41,,50,2,2.6,PICASSO,17,12-Mar-19
80-14-5,80,14,5,"Olga, Masha, and Irina Prozorova are the main characters in what classic play that premiered in 1901?",THE THREE SISTERS,THEATRE,77,60,44,30,18,29,,39,1.8,2.6,THE CHERRY ORCHARD,8,12-Mar-19
80-14-6,80,14,6,"Name the anime and film character who is known, among other things, for her mastery of the ancient cyborg martial art Panzer Kunst, and for her superior skills in the sport of motorball.",ALITA,FILM,47,37,32,26,21,26,,30,1.5,2.6,SAILOR MOON,12,12-Mar-19
80-15-1,80,15,1,"While there are hundreds of communities in the U.S. named after presidents, one of the most common place names (shared by around 30 municipalities in total) is the last name of a former president, but none of the communities are actually named after him. What is that common place name?",CLINTON,GEOGRAPHY,57,49,45,33,24,30,,38,1.3,2.9,CLEVELAND,6,13-Mar-19
80-15-2,80,15,2,"The company Ravensburger AG, founded in the southern German town of Ravensburg, created the first version of its signature product in 1891, has repeatedly produced the world's largest version of this product, and (by its own account) is the world's most popular brand of the product. What is the product in question?",(JIGSAW) PUZZLES,GAMES/SPORT,68,56,47,39,26,35,,43,1.6,2.9,,,13-Mar-19
80-15-3,80,15,3,What is the first name of the cousin of Dora Márquez (a.k.a. Dora the Explorer) who began starring in his own eponymous animated children's television program in 2005?,DIEGO,TELEVISION,74,64,60,55,51,60,,59,1.1,2.9,,,13-Mar-19
80-15-4,80,15,4,"A brief period of intellectual and political debate in 1956-57 in Communist China, initiated in the wake of Nikita Khrushchev's denunciation of Josef Stalin, takes its name from a line in a classical Chinese poem. The name of this campaign (and the line in the poem) references a ""hundred"" what?",FLOWERS,WORLD HIST,54,38,29,20,10,21,,26,2,2.9,DAYS,6,13-Mar-19
80-15-5,80,15,5,"What British economist's plan for international monetary institutions, proposed at the 1944 Bretton Woods negotiations on post-war monetary policies, included the creation of an international monetary unit called the ""bancor""? His overall plan was largely rejected in favor of the establishment of the IMF and World Bank.",JOHN MAYNARD KEYNES,BUS/ECON,88,80,71,61,40,56,,63,1.7,2.9,SMITH,6,13-Mar-19
80-15-6,80,15,6,"In classical Greek drama, the ensemble that comments collectively upon the play's action, often offering the view from society's perspective, is referred to by what term?",CHORUS,THEATRE,96,93,89,80,63,73,,80,1,2.9,,,13-Mar-19
80-16-1,80,16,1,"What term, which today refers to meaningless speech, has historically referred to a West African god, and originates etymologically from a Mandinka word for a ceremonial masked dancer? It provides the title for author Ishmael Reed's enduring 1972 novel, in which the author himself defines the term—quoting the American Heritage Dictionary—as a ""magician who makes the troubled spirits of ancestors go away.""",MUMBO JUMBO,LITERATURE,67,49,37,25,15,29,,33,1.6,3.4,GIBBERISH,17,14-Mar-19
80-16-2,80,16,2,"A Bank in New Jersey, a Deer in Alberta, a Lion in Pennsylvania, a Bluff in California, and a Wing in Minnesota: each of the aforementioned shares what characteristic, per the names of cities in the respective states/provinces?",RED,GEOGRAPHY,88,80,73,65,50,60,,67,1.3,3.4,,,14-Mar-19
80-16-3,80,16,3,"The recording industry abbreviation ""b/w,"" which often appeared on (or referred to) specific 45 rpm singles, stands for what phrase?",BACKED WITH,POP MUSIC,48,37,27,16,10,19,,23,1.9,3.4,BLACK AND WHITE,14,14-Mar-19
80-16-4,80,16,4,"Max Schreck portrays the title character in what 1922 German film, subtitled ""A Symphony of Horror"" (eine Symphonie des Grauens) and one of the first cinematic representations of Count Dracula in all but name?",NOSFERATU,FILM,92,87,78,66,48,60,,69,1.2,3.4,,,14-Mar-19
80-16-5,80,16,5,"Japan withdrew its membership in the League of Nations in 1933 after it was deemed the aggressor in its 1931 invasion of a region of China. What is either the name of this Chinese region, or the name of the state Japan established there upon occupation?",MANCHURIA/MANCHUKUO,WORLD HIST,85,76,66,52,34,51,,57,1.5,3.4,NANKING,12,14-Mar-19
